"date","count","min","max","mean","median","mode","standardDev"
"2019-08-04","1","200","200","200","200","200","0"
"2019-08-05","2","200","350","275","275","200","75"
"2019-08-06","3","50","250","183","250","250","94"
"2019-08-07","2","50","100","75","75","50","25"
"2019-08-08","4","160","250","205","205","160","36"
"2019-08-09","2","150","200","175","175","150","25"
"2019-08-10","1","200","200","200","200","200","0"
"2019-08-11","3","150","200","183","200","200","23"
"2019-08-12","4","200","1490","522","200","200","558"
"2019-08-13","5","200","300","240","200","200","48"
"2019-08-14","3","140","550","296","200","140","180"
"2019-08-15","2","100","180","140","140","100","40"
"2019-08-16","5","50","150","130","150","150","40"
"2019-08-17","0","NaN","NaN","NaN","NaN","NaN","NaN"
"2019-08-18","4","100","1200","455","260","100","446"
"2019-08-19","2","200","250","225","225","200","25"
"2019-08-20","6","150","350","225","200","200","62"
"2019-08-21","2","170","200","185","185","170","15"
"2019-08-22","5","40","300","184","200","40","91"
"2019-08-23","0","NaN","NaN","NaN","NaN","NaN","NaN"
"2019-08-24","3","150","220","196","220","220","32"
"2019-08-25","1","150","150","150","150","150","0"
"2019-08-26","7","20","300","175","200","250","96"
"2019-08-27","2","200","200","200","200","200","0"
"2019-08-28","0","NaN","NaN","NaN","NaN","NaN","NaN"
"2019-08-29","6","20","800","245","175","200","255"
"2019-08-30","0","NaN","NaN","NaN","NaN","NaN","NaN"
"2019-08-31","3","180","500","286","180","180","150"
"2019-09-01","6","70","210","121","100","100","45"
"2019-09-02","3","200","250","216","200","200","23"
"2019-09-03","1","75","75","75","75","75","0"
