"Start Date","End Date","Latvija","Kurzeme","Latgale","Rīga","Pierīga","Vidzeme","Zemgale","Daugavpils","Jelgava","Jēkabpils","Jūrmala","Liepāja","Rēzekne","Valmiera","Ventspils","Aizkraukles novads","Jaunjelgavas novads","Pļaviņu novads","Kokneses novads","Neretas novads","Alūksnes novads","Apes novads","Balvu novads","Viļakas novads","Baltinavas novads","Rugāju novads","Bauskas novads","Rundāles novads","Vecumnieku novads","Cēsu novads","Līgatnes novads","Amatas novads","Jaunpiebalgas novads","Priekuļu novads","Pārgaujas novads","Raunas novads","Vecpiebalgas novads","Daugavpils novads","Ilūkstes novads","Dobeles novads","Auces novads","Tērvetes novads","Gulbenes novads","Jelgavas novads","Ozolnieku novads","Jēkabpils novads","Aknīstes novads","Viesītes novads","Krustpils novads","Salas novads","Krāslavas novads","Dagdas novads","Aglonas novads","Kuldīgas novads","Skrundas novads","Alsungas novads","Aizputes novads","Durbes novads","Grobiņas novads","Pāvilostas novads","Priekules novads","Nīcas novads","Rucavas novads","Vaiņodes novads","Limbažu novads","Alojas novads","Salacgrīvas novads","Ludzas novads","Kārsavas novads","Zilupes novads","Ciblas novads","Madonas novads","Cesvaines novads","Lubānas novads","Varakļānu novads","Ērgļu novads","Ogres novads","Ikšķiles novads","Ķeguma novads","Lielvārdes novads","Preiļu novads","Līvānu novads","Riebiņu novads","Vārkavas novads","Rēzeknes novads","Viļānu novads","Baldones novads","Ķekavas novads","Olaines novads","Salaspils novads","Saulkrastu novads","Siguldas novads","Inčukalna novads","Babītes novads","Krimuldas novads","Mālpils novads","Ropažu novads","Sējas novads","Saldus novads","Brocēnu novads","Talsu novads","Dundagas novads","Tukuma novads","Kandavas novads","Engures novads","Jaunpils novads","Valkas novads","Smiltenes novads","Strenču novads","Kocēnu novads","Mazsalacas novads","Rūjienas novads","Beverīnas novads","Burtnieku novads","Naukšēnu novads","Ventspils novads","Aizkraukle","Aizkraukles pagasts","Jaunjelgava","Jaunjelgavas pagasts","Daudzeses pagasts","Seces pagasts","Sērenes pagasts","Staburaga pagasts","Sunākstes pagasts","Pļaviņas","Aiviekstes pagasts","Klintaines pagasts","Vietalvas pagasts","Bebru pagasts","Iršu pagasts","Kokneses pagasts","Mazzalves pagasts","Neretas pagasts","Zalves pagasts","Skrīveru novads","Alūksne","Alsviķu pagasts","Annas pagasts","Ilzenes pagasts","Jaunalūksnes pagasts","Jaunannas pagasts","Jaunlaicenes pagasts","Kalncempju pagasts","Liepnas pagasts","Malienas pagasts","Mālupes pagasts","Mārkalnes pagasts","Pededzes pagasts","Veclaicenes pagasts","Zeltiņu pagasts","Ziemera pagasts","Ape","Apes pagasts","Gaujienas pagasts","Trapenes pagasts","Virešu pagasts","Balvi","Balvu pagasts","Bērzkalnes pagasts","Bērzpils pagasts","Briežuciema pagasts","Krišjāņu pagasts","Kubulu pagasts","Lazdulejas pagasts","Tilžas pagasts","Vectilžas pagasts","Vīksnas pagasts","Viļaka","Kupravas pagasts","Medņevas pagasts","Susāju pagasts","Šķilbēnu pagasts","Vecumu pagasts","Žīguru pagasts","Lazdukalna pagasts","Rugāju pagasts","Bauska","Brunavas pagasts","Ceraukstes pagasts","Codes pagasts","Dāviņu pagasts","Gailīšu pagasts","Īslīces pagasts","Mežotnes pagasts","Vecsaules pagasts","Iecavas novads","Rundāles pagasts","Svitenes pagasts","Viesturu pagasts","Bārbeles pagasts","Kurmenes pagasts","Skaistkalnes pagasts","Stelpes pagasts","Valles pagasts","Vecumnieku pagasts","Cēsis","Vaives pagasts","Līgatne","Līgatnes pagasts","Amatas pagasts","Drabešu pagasts","Nītaures pagasts","Skujenes pagasts","Zaubes pagasts","Jaunpiebalgas pagasts","Zosēnu pagasts","Liepas pagasts","Mārsnēnu pagasts","Priekuļu pagasts","Veselavas pagasts","Raiskuma pagasts","Stalbes pagasts","Straupes pagasts","Drustu pagasts","Raunas pagasts","Dzērbenes pagasts","Inešu pagasts","Kaives pagasts","Taurenes pagasts","Vecpiebalgas pagasts","Ambeļu pagasts","Biķernieku pagasts","Demenes pagasts","Dubnas pagasts","Kalkūnes pagasts","Kalupes pagasts","Laucesas pagasts","Līksnas pagasts","Maļinovas pagasts","Medumu pagasts","Naujenes pagasts","Nīcgales pagasts","Salienas pagasts","Skrudalienas pagasts","Sventes pagasts","Tabores pagasts","Vaboles pagasts","Vecsalienas pagasts","Višķu pagasts","Ilūkste","Subate","Prodes pagasts","Bebrenes pagasts","Dvietes pagasts","Eglaines pagasts","Pilskalnes pagasts","Šēderes pagasts","Dobele","Annenieku pagasts","Auru pagasts","Bērzes pagasts","Bikstu pagasts","Dobeles pagasts","Jaunbērzes pagasts","Krimūnu pagasts","Naudītes pagasts","Penkules pagasts","Zebrenes pagasts","Auce","Vecauces pagasts","Bēnes pagasts","Īles pagasts","Lielauces pagasts","Ukru pagasts","Vītiņu pagasts","Augstkalnes pagasts","Bukaišu pagasts","Tērvetes pagasts","Gulbene","Beļavas pagasts","Daukstu pagasts","Druvienas pagasts","Galgauskas pagasts","Jaungulbenes pagasts","Lejasciema pagasts","Litenes pagasts","Lizuma pagasts","Līgo pagasts","Rankas pagasts","Stāmerienas pagasts","Stradu pagasts","Tirzas pagasts","Elejas pagasts","Glūdas pagasts","Jaunsvirlaukas pagasts","Kalnciema pagasts","Lielplatones pagasts","Līvbērzes pagasts","Platones pagasts","Sesavas pagasts","Svētes pagasts","Valgundes pagasts","Vilces pagasts","Vircavas pagasts","Zaļenieku pagasts","Cenu pagasts","Ozolnieku pagasts","Salgales pagasts","Ābeļu pagasts","Dignājas pagasts","Dunavas pagasts","Kalna pagasts","Leimaņu pagasts","Rubenes pagasts","Zasas pagasts","Aknīste","Aknīstes pagasts","Asares pagasts","Gārsenes pagasts","Viesīte","Viesītes pagasts","Elkšņu pagasts","Rites pagasts","Saukas pagasts","Atašienes pagasts","Krustpils pagasts","Kūku pagasts","Mežāres pagasts","Variešu pagasts","Vīpes pagasts","Sēlpils pagasts","Krāslava","Aulejas pagasts","Indras pagasts","Izvaltas pagasts","Kalniešu pagasts","Kaplavas pagasts","Kombuļu pagasts","Krāslavas pagasts","Piedrujas pagasts","Robežnieku pagasts","Skaistas pagasts","Ūdrīšu pagasts","Dagda","Andrupenes pagasts","Andzeļu pagasts","Asūnes pagasts","Bērziņu pagasts","Dagdas pagasts","Ezernieku pagasts","Konstantinovas pagasts","Ķepovas pagasts","Svariņu pagasts","Šķaunes pagasts","Aglonas pagasts","Grāveru pagasts","Kastuļinas pagasts","Šķeltovas pagasts","Kuldīga","Ēdoles pagasts","Gudenieku pagasts","Īvandes pagasts","Kabiles pagasts","Kurmāles pagasts","Laidu pagasts","Padures pagasts","Pelču pagasts","Rendas pagasts","Rumbas pagasts","Snēpeles pagasts","Turlavas pagasts","Vārmes pagasts","Skrunda","Skrundas pagasts","Nīkrāces pagasts","Raņķu pagasts","Rudbāržu pagasts","Aizpute","Aizputes pagasts","Cīravas pagasts","Kalvenes pagasts","Kazdangas pagasts","Lažas pagasts","Durbe","Durbes pagasts","Dunalkas pagasts","Tadaiķu pagasts","Vecpils pagasts","Grobiņa","Bārtas pagasts","Gaviezes pagasts","Grobiņas pagasts","Medzes pagasts","Pāvilosta","Sakas pagasts","Vērgales pagasts","Priekule","Bunkas pagasts","Gramzdas pagasts","Kalētu pagasts","Priekules pagasts","Virgas pagasts","Nīcas pagasts","Otaņķu pagasts","Dunikas pagasts","Rucavas pagasts","Embūtes pagasts","Vaiņodes pagasts","Limbaži","Katvaru pagasts","Limbažu pagasts","Pāles pagasts","Skultes pagasts","Umurgas pagasts","Vidrižu pagasts","Viļķenes pagasts","Aloja","Staicele","Alojas pagasts","Staiceles pagasts","Braslavas pagasts","Brīvzemnieku pagasts","Ainaži","Salacgrīva","Ainažu pagasts","Salacgrīvas pagasts","Liepupes pagasts","Ludza","Briģu pagasts","Cirmas pagasts","Isnaudas pagasts","Istras pagasts","Nirzas pagasts","Ņukšu pagasts","Pildas pagasts","Pureņu pagasts","Rundēnu pagasts","Kārsava","Goliševas pagasts","Malnavas pagasts","Mežvidu pagasts","Mērdzenes pagasts","Salnavas pagasts","Zilupe","Lauderu pagasts","Pasienes pagasts","Zaļesjes pagasts","Blontu pagasts","Ciblas pagasts","Līdumnieku pagasts","Pušmucovas pagasts","Zvirgzdenes pagasts","Madona","Aronas pagasts","Barkavas pagasts","Bērzaunes pagasts","Dzelzavas pagasts","Kalsnavas pagasts","Lazdonas pagasts","Liezēres pagasts","Ļaudonas pagasts","Mārcienas pagasts","Mētrienas pagasts","Ošupes pagasts","Praulienas pagasts","Sarkaņu pagasts","Vestienas pagasts","Cesvaine","Cesvaines pagasts","Lubāna","Indrānu pagasts","Varakļāni","Murmastienes pagasts","Varakļānu pagasts","Ērgļu pagasts","Jumurdas pagasts","Sausnējas pagasts","Ogre","Krapes pagasts","Ķeipenes pagasts","Lauberes pagasts","Madlienas pagasts","Mazozolu pagasts","Meņģeles pagasts","Ogresgala pagasts","Suntažu pagasts","Taurupes pagasts","Ikšķile","Tīnūžu pagasts","Ķegums","Tomes pagasts","Birzgales pagasts","Rembates pagasts","Lielvārde","Lielvārdes pagasts","Jumpravas pagasts","Lēdmanes pagasts","Preiļi","Aizkalnes pagasts","Pelēču pagasts","Preiļu pagasts","Saunas pagasts","Līvāni","Jersikas pagasts","Rožupes pagasts","Rudzātu pagasts","Sutru pagasts","Turku pagasts","Galēnu pagasts","Riebiņu pagasts","Rušonas pagasts","Silajāņu pagasts","Sīļukalna pagasts","Stabulnieku pagasts","Rožkalnu pagasts","Upmalas pagasts","Vārkavas pagasts","Audriņu pagasts","Bērzgales pagasts","Čornajas pagasts","Dricānu pagasts","Feimaņu pagasts","Gaigalavas pagasts","Griškānu pagasts","Ilzeskalna pagasts","Kantinieku pagasts","Kaunatas pagasts","Lendžu pagasts","Lūznavas pagasts","Maltas pagasts","Mākoņkalna pagasts","Nagļu pagasts","Ozolaines pagasts","Ozolmuižas pagasts","Pušas pagasts","Rikavas pagasts","Nautrēnu pagasts","Sakstagala pagasts","Silmalas pagasts","Stoļerovas pagasts","Stružānu pagasts","Vērēmu pagasts","Viļāni","Dekšāres pagasts","Sokolku pagasts","Viļānu pagasts","Baldone","Baldones pagasts","Baloži","Daugmales pagasts","Ķekavas pagasts","Olaine","Olaines pagasts","Salaspils","Salaspils pagasts","Saulkrasti","Saulkrastu pagasts","Sigulda","Allažu pagasts","Mores pagasts","Siguldas pagasts","Vangaži","Inčukalna pagasts","Ādažu novads","Babītes pagasts","Salas pagasts","Carnikavas novads","Garkalnes novads","Lēdurgas pagasts","Krimuldas pagasts","Mārupes novads","Stopiņu novads","Saldus","Ezeres pagasts","Jaunauces pagasts","Jaunlutriņu pagasts","Kursīšu pagasts","Lutriņu pagasts","Nīgrandes pagasts","Novadnieku pagasts","Pampāļu pagasts","Rubas pagasts","Saldus pagasts","Šķēdes pagasts","Vadakstes pagasts","Zaņas pagasts","Zirņu pagasts","Zvārdes pagasts","Brocēni","Cieceres pagasts","Blīdenes pagasts","Gaiķu pagasts","Remtes pagasts","Talsi","Sabile","Stende","Valdemārpils","Ārlavas pagasts","Abavas pagasts","Balgales pagasts","Ģibuļu pagasts","Īves pagasts","Ķūļciema pagasts","Laidzes pagasts","Laucienes pagasts","Lībagu pagasts","Lubes pagasts","Strazdes pagasts","Valdgales pagasts","Vandzenes pagasts","Virbu pagasts","Dundagas pagasts","Kolkas pagasts","Mērsraga novads","Rojas novads","Tukums","Degoles pagasts","Džūkstes pagasts","Irlavas pagasts","Jaunsātu pagasts","Lestenes pagasts","Pūres pagasts","Sēmes pagasts","Slampes pagasts","Tumes pagasts","Zentenes pagasts","Kandava","Cēres pagasts","Kandavas pagasts","Matkules pagasts","Vānes pagasts","Zantes pagasts","Zemītes pagasts","Engures pagasts","Lapmežciema pagasts","Smārdes pagasts","Jaunpils pagasts","Viesatu pagasts","Valka","Ērģemes pagasts","Kārķu pagasts","Valkas pagasts","Vijciema pagasts","Zvārtavas pagasts","Smiltene","Bilskas pagasts","Blomes pagasts","Brantu pagasts","Grundzāles pagasts","Launkalnes pagasts","Palsmanes pagasts","Smiltenes pagasts","Variņu pagasts","Seda","Strenči","Jērcēnu pagasts","Plāņu pagasts","Bērzaines pagasts","Dikļu pagasts","Kocēnu pagasts","Vaidavas pagasts","Zilākalna pagasts","Mazsalaca","Mazsalacas pagasts","Ramatas pagasts","Sēļu pagasts","Skaņkalnes pagasts","Rūjiena","Ipiķu pagasts","Jeru pagasts","Lodes pagasts","Vilpulkas pagasts","Brenguļu pagasts","Kauguru pagasts","Trikātas pagasts","Burtnieku pagasts","Ēveles pagasts","Matīšu pagasts","Rencēnu pagasts","Valmieras pagasts","Vecates pagasts","Ķoņu pagasts","Naukšēnu pagasts","Piltene","Piltenes pagasts","Ances pagasts","Jūrkalnes pagasts","Popes pagasts","Puzes pagasts","Tārgales pagasts","Ugāles pagasts","Usmas pagasts","Užavas pagasts","Vārves pagasts","Ziru pagasts","Zlēku pagasts"
"2018-01-01","2018-01-31","525.00","361.23","217.97","892.55","798.65","264.71","344.58","245.87","493.02","216.87","1394.75","437.50","224.81","573.33","396.43","218.00","266.07","191.67","252.39","60.00","201.35","66.67","138.84","58.82","166.67","0.00","266.67","213.07","291.04","394.78","315.53","268.72","0.00","405.36","349.06","287.47","207.94","230.00","142.86","322.33","174.34","0.00","241.90","311.04","604.69","0.00","111.73","237.86","653.57","262.43","185.71","125.00","346.01","313.75","366.67","207.10","109.15","297.37","382.02","435.90","180.00","449.26","233.33","148.00","453.80","155.56","868.75","311.67","146.43","62.50","0.00","198.07","0.00","138.89","112.50","164.15","509.26","750.00","483.33","337.11","217.95","184.62","283.33","583.33","213.94","312.50","717.39","687.83","385.00","597.07","440.74","665.84","567.01","1145.65","335.00","0.00","601.93","157.61","200.00","325.00","175.00","562.50","335.34","187.50","611.11","0.00","106.09","372.69","83.33","454.16","269.58","88.13","318.18","561.96","0.00","183.33","272.54","39.88","266.07","0.00","0.00","440.73","573.50","0.00","0.00","269.66","191.67","164.63","0.00","0.00","106.67","259.21","0.00","216.15","0.00","254.38","200.00","353.41","0.00","0.00","0.00","0.00","0.00","8917.95","0.00","0.00","0.00","23.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","66.67","0.00","60.00","156.25","0.00","0.00","0.00","0.00","246.79","0.00","0.00","0.00","133.76","375.00","20.59","58.82","0.00","0.00","0.00","0.00","0.00","0.00","328.92","54.32","290.09","595.00","0.00","180.00","209.50","0.00","444.44","402.78","212.67","0.00","213.07","291.04","0.00","252.43","0.00","530.77","290.35","414.56","333.33","0.00","315.53","0.00","475.00","250.00","84.85","253.84","0.00","0.00","0.00","209.71","614.37","0.00","453.94","0.00","325.00","406.25","168.70","128.64","207.94","41.47","539.13","397.22","0.00","0.00","413.94","233.33","224.00","0.00","226.35","230.00","226.00","0.00","141.67","0.00","0.00","152.86","177.78","166.09","0.00","0.00","255.36","145.83","0.00","0.00","125.00","0.00","0.00","0.00","146.00","379.91","0.00","0.00","118.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","130.65","214.29","112.24","0.00","174.34","0.00","0.00","0.00","0.00","0.00","240.05","0.00","60.77","0.00","243.75","403.54","177.40","571.90","0.00","0.00","0.00","0.00","0.00","0.00","157.98","381.68","384.27","0.00","0.00","303.03","146.33","240.00","507.13","296.05","92.11","0.00","0.00","542.86","712.11","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","111.73","0.00","0.00","237.86","237.86","0.00","0.00","0.00","0.00","482.64","653.57","0.00","0.00","1621.88","287.36","185.71","0.00","41.49","0.00","0.00","0.00","0.00","80.00","0.00","192.86","0.00","240.85","202.83","125.00","0.00","116.41","67.42","0.00","0.00","0.00","0.00","0.00","0.00","346.01","0.00","0.00","0.00","313.75","52.29","0.00","0.00","0.00","0.00","0.00","458.93","0.00","265.63","389.61","0.00","0.00","0.00","65.00","366.67","0.00","0.00","0.00","489.30","0.00","0.00","54.79","0.00","67.86","0.00","0.00","0.00","297.37","0.00","173.06","0.00","437.71","357.14","513.04","435.90","1041.67","293.38","154.84","180.00","1000.00","142.86","154.84","0.00","466.67","100.00","166.67","300.00","0.00","148.00","750.00","49.42","0.00","0.00","430.12","0.00","0.00","0.00","0.00","155.56","0.00","155.56","0.00","0.00","525.36","521.54","136.00","532.64","950.00","311.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","178.57","0.00","36.36","0.00","0.00","0.00","62.50","55.56","101.56","0.00","0.00","0.00","0.00","0.00","0.00","272.86","0.00","48.87","0.00","138.07","0.00","512.20","0.00","385.71","0.00","87.50","0.00","233.64","0.00","162.50","0.00","0.00","138.89","0.00","112.50","0.00","0.00","164.15","0.00","0.00","540.58","251.55","437.50","0.00","0.00","29.67","125.23","477.50","772.95","0.00","753.57","750.00","562.50","589.58","428.57","345.33","343.61","450.00","284.56","300.00","217.95","0.00","0.00","154.17","0.00","270.99","60.00","0.00","50.00","0.00","0.00","0.00","283.33","0.00","0.00","0.00","0.00","0.00","0.00","583.33","0.00","112.50","383.99","0.00","0.00","0.00","183.16","0.00","0.00","202.80","181.38","0.00","188.61","68.31","0.00","280.00","0.00","0.00","60.00","52.00","0.00","0.00","0.00","0.00","290.61","396.34","0.00","312.50","108.37","742.03","717.39","765.31","778.08","666.67","450.00","385.00","586.67","597.07","639.34","428.54","762.40","189.38","480.42","546.34","0.00","567.01","877.82","1164.21","616.95","696.13","865.44","0.00","335.00","977.65","819.44","324.32","72.00","0.00","113.59","0.00","0.00","0.00","151.96","52.35","0.00","384.31","0.00","0.00","0.00","0.00","0.00","325.00","325.00","0.00","0.00","0.00","277.39","66.67","186.51","134.06","134.06","66.67","164.11","78.67","0.00","0.00","0.00","0.00","95.00","0.00","0.00","70.95","444.44","101.15","20.84","2031.25","583.06","923.08","548.55","0.00","127.27","299.07","404.17","0.00","1142.86","698.86","0.00","96.50","0.00","392.15","0.00","300.00","173.33","0.00","64.10","0.00","516.67","687.50","388.53","0.00","0.00","90.34","69.77","232.11","390.00","123.53","0.00","370.37","81.79","0.00","0.00","0.00","1681.76","0.00","728.85","0.00","0.00","56.91","0.00","198.11","0.00","0.00","454.16","0.00","0.00","269.58","0.00","0.00","0.00","0.00","88.13","0.00","0.00","0.00","0.00","357.14","304.92","0.00","531.25","0.00","0.00","367.45","653.01","0.00","0.00","0.00","121.86","121.86","0.00","604.76","72.92","0.00","388.09","0.00","160.92","0.00","700.00","500.86","0.00"
"2018-02-01","2018-02-28","519.23","362.85","229.73","911.31","812.90","238.74","356.64","300.65","506.29","166.71","1398.32","316.67","373.27","400.00","400.00","368.47","277.88","281.25","184.99","373.21","176.15","81.48","268.82","200.00","0.00","0.00","435.90","278.30","254.49","384.96","668.60","378.57","291.19","281.61","287.50","0.00","145.00","231.25","137.50","323.75","71.43","0.00","210.00","381.68","713.04","192.86","80.00","0.00","297.19","175.82","146.30","230.41","141.36","333.33","135.12","351.65","238.00","345.25","478.75","655.69","289.53","778.49","166.67","0.00","414.14","97.66","522.73","163.12","92.36","22.17","149.67","96.71","0.00","0.00","132.52","0.00","550.00","825.89","612.50","323.53","205.13","276.97","107.14","32.00","324.72","319.44","591.67","644.57","471.15","688.17","494.44","482.27","394.17","1070.15","556.07","460.64","500.00","425.56","361.11","0.00","256.49","558.44","409.78","180.42","653.13","0.00","136.72","195.37","420.00","458.39","97.56","127.96","353.71","328.20","0.00","319.15","368.47","0.00","287.50","0.00","317.50","7557.14","130.58","0.00","0.00","281.25","0.00","354.97","0.00","0.00","0.00","184.99","0.00","373.21","0.00","470.21","245.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.04","0.00","0.00","81.81","0.00","0.00","0.00","30.00","81.48","81.48","0.00","0.00","0.00","197.70","268.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","398.47","0.00","722.22","0.00","0.00","180.00","467.95","0.00","317.97","461.08","357.73","0.00","198.86","71.88","0.00","203.85","295.45","0.00","700.00","461.11","214.29","0.00","668.60","0.00","378.57","0.00","0.00","0.00","250.00","332.38","0.00","0.00","281.61","0.00","326.73","0.00","140.39","0.00","0.00","157.28","554.47","0.00","132.72","33.03","694.44","0.00","37.14","0.00","172.92","0.00","193.66","162.50","168.37","177.14","188.89","0.00","0.00","0.00","118.42","188.89","259.69","0.00","248.21","108.33","0.00","0.00","0.00","166.67","0.00","0.00","0.00","711.26","0.00","323.75","0.00","0.00","0.00","342.11","0.00","0.00","146.96","0.00","130.65","0.00","71.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","333.33","0.00","0.00","0.00","0.00","0.00","210.00","0.00","0.00","0.00","121.51","266.67","100.00","0.00","866.67","314.33","617.88","328.57","0.00","231.71","726.32","215.38","631.75","946.43","92.11","0.00","0.00","769.23","713.04","361.11","0.00","0.00","20.00","0.00","0.00","192.86","291.26","80.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","237.10","267.72","326.67","0.00","287.36","156.15","0.00","120.00","0.00","115.38","49.95","0.00","146.30","0.00","0.00","0.00","0.00","243.73","0.00","0.00","41.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","142.86","139.86","0.00","0.00","337.25","190.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369.12","0.00","0.00","0.00","0.00","298.39","0.00","0.00","113.87","114.00","311.28","0.00","0.00","214.00","0.00","0.00","253.66","253.66","1118.01","436.84","167.79","522.32","0.00","315.16","557.14","408.08","791.67","1388.89","520.83","135.87","289.53","612.50","0.00","135.87","0.00","833.33","164.84","138.89","218.75","0.00","0.00","294.47","49.42","0.00","0.00","415.79","0.00","603.33","0.00","111.71","0.00","97.66","0.00","0.00","0.00","427.86","545.11","129.60","438.14","950.00","163.12","0.00","0.00","236.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","92.36","0.00","0.00","0.00","22.17","0.00","0.00","0.00","0.00","145.56","171.43","0.00","127.91","159.63","402.30","98.67","0.00","60.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","132.52","0.00","0.00","0.00","0.00","0.00","628.34","409.09","642.82","0.00","533.33","0.00","0.00","443.55","0.00","0.00","848.57","825.89","562.52","612.50","0.00","545.24","502.27","0.00","311.28","0.00","205.13","0.00","0.00","4069.77","46.88","276.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","107.14","0.00","0.00","0.00","0.00","32.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","476.09","0.00","0.00","231.78","0.00","0.00","232.32","0.00","0.00","280.00","342.86","0.00","0.00","52.00","0.00","0.00","0.00","0.00","0.00","342.47","0.00","312.50","319.44","773.33","591.67","700.00","513.12","707.63","450.00","471.15","736.32","688.17","752.74","456.73","606.53","178.00","412.50","325.49","456.50","372.75","787.34","1114.81","684.50","822.69","939.39","0.00","556.07","958.82","891.89","461.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","90.72","0.00","89.97","0.00","129.41","0.00","0.00","80.46","0.00","0.00","0.00","0.00","0.00","275.06","86.54","240.26","156.00","156.00","86.54","0.00","500.00","0.00","0.00","364.58","0.00","195.83","0.00","0.00","70.95","0.00","182.03","0.00","558.44","448.28","516.65","416.03","0.00","100.00","120.09","404.17","0.00","0.00","1125.00","466.10","280.00","0.00","137.55","0.00","165.29","223.82","916.67","281.15","0.00","471.65","897.70","504.11","0.00","0.00","304.91","205.88","0.00","167.57","77.27","0.00","276.39","196.30","0.00","0.00","0.00","0.00","8.72","0.00","0.00","420.00","0.00","0.00","0.00","0.00","0.00","458.39","0.00","0.00","97.56","0.00","0.00","0.00","0.00","127.96","0.00","0.00","0.00","0.00","479.17","303.57","0.00","50.82","465.22","0.00","600.00","384.05","0.00","0.00","0.00","0.00","0.00","0.00","604.76","64.58","0.00","376.18","1071.43","45.76","113.64","328.01","469.42","0.00"
