"Start Date","End Date","Rīga","Āgenskalns","Atgāzene","Avoti","Beberbeķi","Berģi","Bieriņi","Bišumuiža","Bolderāja","Brasa","Brekši","Bukulti","Buļļi","Centrs","Čiekurkalns","Daugavgrīva","Dreiliņi","Dzirciems","Dārzciems","Dārziņi","Grīziņkalns","Imanta","Iļģuciems","Jaunciems","Jugla","Katlakalns","Kleisti","Kundziņsala","Ķengarags","Ķīpsala","Mangaļsala","Maskavas forstate","Mežaparks","Mežciems","Mīlgrāvis","Mūkupurvs","Pleskodāle","Purvciems","Pētersala-Andrejsala","Pļavnieki","Rumbula","Salas","Sarkandaugava","Skanste","Šķirotava","Spilve","Suži","Šampēteris","Teika","Torņakalns","Trīsciems","Vecdaugava","Vecmilgrāvis","Vecpilsēta","Vecāķi","Voleri","Zasulauks","Ziepniekkalns","Zolitūde"
"2018-01-01","2018-01-31","330","269.5","600","325","0","177.5","240","435","160","357.5","210","250","0","600","260","192.5","400","230","250","0","280","270","250","155","230","0","180","0","220","990","0","250","370","260","210","0","550","270","450","250","225","600","250","600","180","0","150","235","300","260","0","200","200","680","580","0","310","260","350"
"2018-02-01","2018-02-28","300","350","450","320","0","330","370","500","200","320","195","0","0","600","200","200","310","220","250","0","300","260","250","147.5","250","0","0","230","240","1000","0","240","500","270","290","0","490","260","432.5","250","260","0","249.5","660","185","0","0","200","300","280","0","200","210","700","800","0","300","250","330"
